date,Temp,temp500,temp700,temp850,temp925,dlwrf,mslp,P300,P500,P850,R500,R850,rhum,shum300,shum400,shum500,shum700,shum850,shum925,Tas,U500,U700,U850,U925,Uas,ulwrf,V500,V700,V850,V925,Vas,uswrf,dswrf,rainfall,clazz
1964-01-01,291.299987792969,261.25,277.330017089844,284.5,288.549987792969,375.099853515625,101928,9544,5809,1551,65.760009765625,86.760009765625,93.0099945068359,0.00027099996805191,0.000630002468824387,0.00202800147235394,0.00418100133538246,0.00851100124418736,0.00941300205886364,293.080017089844,19.9300079345703,11.1500091552734,1.28001403808594,-2.83999633789062,-3.77000427246094,410.800048828125,9.16000366210938,7.43000793457031,3.08000183105469,-1.38999938964844,-6.59999084472656,19.300048828125,110.599853515625,0.635,-1
1964-01-02,289.830017089844,260.679992675781,276.580017089844,283.780029296875,286.350006103516,371.599853515625,101990,9531,5793,1546,94.260009765625,91.510009765625,92.7599945068359,0.000138003379106522,0.000932000577449799,0.00276500172913074,0.00456100143492222,0.00854600220918655,0.00947600230574608,291.380004882812,23.2300109863281,11.6100006103516,0.230010986328125,-4.26998901367188,-5.38999938964844,407.800048828125,13.4100036621094,6.6300048828125,0.360000610351562,-5.8699951171875,-9.91999816894531,11.800048828125,64.599853515625,11.366,-1
1964-01-03,289.330017089844,261.5,274.850006103516,281.880004882812,284.600006103516,365.099853515625,102085,9534,5780,1542,51.0000152587891,96.510009765625,95.2599945068359,0.000167001038789749,0.000471003353595734,0.00152500160038471,0.00571300089359283,0.0079480018466711,0.00877100229263306,290.130004882812,25.3000030517578,11.3800048828125,-1.51998901367188,-7.31999206542969,-7.44000244140625,407.800048828125,11.010009765625,3.86000061035156,-0.449996948242188,-6.53999328613281,-9.38999938964844,12.099853515625,64.300048828125,2.821,-1
1964-01-04,289.799987792969,262.900024414062,273.530029296875,282.25,284.429992675781,353.800048828125,102140,9554,5777,1547,18.25,91.510009765625,92.2599945068359,0.000184003263711929,0.000440001487731934,0.000649001449346542,0.00466000102460384,0.00772600062191486,0.00857800245285034,290.25,30.2000122070312,11.3100128173828,-2.01998901367188,-8.19999694824219,-7.91999816894531,408.300048828125,6.6300048828125,0.580001831054688,1.1300048828125,-4.03999328613281,-6.81999206542969,21.099853515625,122.099853515625,1.213,-1
1964-01-06,291.179992675781,262.429992675781,274.730010986328,283.75,287.059997558594,364.300048828125,101890,9566,5779,1540,32,86.510009765625,91.5099945068359,0.000230003148317337,0.000398002564907074,0.00107100233435631,0.00450500100851059,0.00806800089776516,0.00930600240826607,291.72998046875,24.0300140380859,10.1300048828125,1.41000366210938,-4.66999816894531,-6.81999206542969,409.800048828125,2.80000305175781,3.60000610351562,4.78001403808594,1.55000305175781,-0.990005493164062,22.099853515625,122.599853515625,2.195,-1
1964-01-13,292.179992675781,262.980010986328,277.880004882812,287.059997558594,290.910003662109,372.800048828125,101248,9550,5775,1501,37.5,71.010009765625,90.5099945068359,0.000119000673294067,0.000571999698877335,0.00128500163555145,0.00504800118505955,0.00820800103247166,0.0100430008023977,294.279998779297,24.9600067138672,13.8000030517578,4.36000061035156,2.50001525878906,2.02999877929688,409.800048828125,6.18000793457031,7.16000366210938,5.91000366210938,6.16000366210938,4.86000061035156,24.300048828125,141.099853515625,11.974,-1
1964-01-14,289.279998779297,263.429992675781,275.660003662109,284.460021972656,286.75,370.300048828125,101498,9559,5758,1504,25.25,91.760009765625,94.0099945068359,0.000178001821041107,0.000374000519514084,0.000892002135515213,0.005366001278162,0.00896300189197063,0.00985300168395042,290.880004882812,32.6300048828125,17.3500061035156,3.06001281738281,-3.93998718261719,-6.05000305175781,405.099853515625,0.0300140380859375,2.00001525878906,-0.269989013671875,-5.08999633789062,-8.25,15.300048828125,85.300048828125,17.14,-1
1964-01-16,289.510009765625,265.230010986328,275.679992675781,283.210021972656,287.230010986328,364.599853515625,101515,9587,5780,1507,20.25,87.510009765625,91.7599945068359,0.000161003321409225,0.000397000461816788,0.000854000449180603,0.00565300136804581,0.00787100195884705,0.00943300127983093,291.460021972656,36.1500091552734,14.6800079345703,7.81001281738281,3.78001403808594,-1.47000122070312,405.300048828125,0.830001831054688,3.41000366210938,3.1300048828125,1.16000366210938,-1.69999694824219,20.099853515625,111.099853515625,6.107,-1
1964-01-17,286.709991455078,265.100006103516,272.710021972656,279.830017089844,282.580017089844,340.599853515625,101630,9520,5724,1494,17,95.260009765625,90.7599945068359,0.000268001109361649,0.000444002449512482,0.000708002597093582,0.00509300082921982,0.00683300197124481,0.00742500089108944,288.22998046875,44.2300109863281,19.3800048828125,4.00001525878906,-2.46998596191406,-4.58999633789062,401.599853515625,6.60000610351562,3.3800048828125,-2.08999633789062,-8.88998413085938,-11.6699981689453,17.300048828125,97.800048828125,7.05,-1
1964-01-18,284.630004882812,263.929992675781,270.650024414062,274.830017089844,278.080017089844,322.599853515625,102063,9473,5696,1505,18.5,81.010009765625,86.7599945068359,0.000227000564336777,0.000439003109931946,0.00070200115442276,0.00293600186705589,0.00411300174891949,0.00536500103771687,285.630004882812,48.8500061035156,19.6300048828125,3.30000305175781,-0.699996948242188,-1.02000427246094,400.099853515625,2.760009765625,0.250015258789062,-4.58999633789062,-9.93998718261719,-12.3699951171875,22.099853515625,122.800048828125,1.529,-1
